"";"tmp1.hourly.time";"ciel";"precipitation";"temperature";"date";"jour";"mday";"mois";"heure";"time"
"669";2017-01-28 20:00:00;"Nuages Épars";0;5,65;2017-01-28;"samedi";28;"01";20;"00:00"
"670";2017-01-28 21:00:00;"Nuages Épars";0;5,27;2017-01-28;"samedi";28;"01";21;"00:00"
"671";2017-01-28 22:00:00;"Nuages Épars";0;4,54;2017-01-28;"samedi";28;"01";22;"00:00"
"672";2017-01-28 23:00:00;"Nuages Épars";0;4,1;2017-01-28;"samedi";28;"01";23;"00:00"
"673";2017-01-29 00:00:00;"Nuages Épars";0;4,06;2017-01-29;"dimanche";29;"01";0;"00:00"
"674";2017-01-29 01:00:00;"Nuageux";0;4,28;2017-01-29;"dimanche";29;"01";1;"00:00"
"675";2017-01-29 02:00:00;"Nuageux";0,0203;4,43;2017-01-29;"dimanche";29;"01";2;"00:00"
"676";2017-01-29 03:00:00;"Nuageux";0;4,04;2017-01-29;"dimanche";29;"01";3;"00:00"
"677";2017-01-29 04:00:00;"Nuageux";0;3,59;2017-01-29;"dimanche";29;"01";4;"00:00"
"678";2017-01-29 05:00:00;"Nuageux";0;3,28;2017-01-29;"dimanche";29;"01";5;"00:00"
"679";2017-01-29 06:00:00;"Nuageux";0;2,71;2017-01-29;"dimanche";29;"01";6;"00:00"
"680";2017-01-29 07:00:00;"Nuageux";0;2,97;2017-01-29;"dimanche";29;"01";7;"00:00"
"681";2017-01-29 08:00:00;"Nuageux";0;3,17;2017-01-29;"dimanche";29;"01";8;"00:00"
"682";2017-01-29 09:00:00;"Couvert";0;3,56;2017-01-29;"dimanche";29;"01";9;"00:00"
"683";2017-01-29 10:00:00;"Couvert";0;3,64;2017-01-29;"dimanche";29;"01";10;"00:00"
"684";2017-01-29 11:00:00;"Couvert";0;3,92;2017-01-29;"dimanche";29;"01";11;"00:00"
"685";2017-01-29 12:00:00;"Couvert";0;4,54;2017-01-29;"dimanche";29;"01";12;"00:00"
"686";2017-01-29 13:00:00;"Couvert";0;5,27;2017-01-29;"dimanche";29;"01";13;"00:00"
"687";2017-01-29 14:00:00;"Couvert";0;5,81;2017-01-29;"dimanche";29;"01";14;"00:00"
"688";2017-01-29 15:00:00;"Couvert";0;6,64;2017-01-29;"dimanche";29;"01";15;"00:00"
"689";2017-01-29 16:00:00;"Nuageux";0;7,09;2017-01-29;"dimanche";29;"01";16;"00:00"
"690";2017-01-29 17:00:00;"Nuageux";0;7,08;2017-01-29;"dimanche";29;"01";17;"00:00"
"691";2017-01-29 18:00:00;"Nuages Épars";0,0457;6,26;2017-01-29;"dimanche";29;"01";18;"00:00"
"692";2017-01-29 19:00:00;"Nuages Épars";0;6,31;2017-01-29;"dimanche";29;"01";19;"00:00"
"693";2017-01-29 20:00:00;"Bruine";0,1321;6,7;2017-01-29;"dimanche";29;"01";20;"00:00"
"694";2017-01-29 21:00:00;"Pluie Faible";0,5029;6,49;2017-01-29;"dimanche";29;"01";21;"00:00"
"695";2017-01-29 22:00:00;"Nuageux";0;6,66;2017-01-29;"dimanche";29;"01";22;"00:00"
"696";2017-01-29 23:00:00;"Bruine";0,1905;6,83;2017-01-29;"dimanche";29;"01";23;"00:00"
"697";2017-01-30 00:00:00;"Bruine";0,1499;7,01;2017-01-30;"lundi";30;"01";0;"00:00"
"698";2017-01-30 01:00:00;"Couvert";0;7,43;2017-01-30;"lundi";30;"01";1;"00:00"
"699";2017-01-30 02:00:00;"Couvert";0;7,45;2017-01-30;"lundi";30;"01";2;"00:00"
"700";2017-01-30 03:00:00;"Bruine";0,193;7,66;2017-01-30;"lundi";30;"01";3;"00:00"
"701";2017-01-30 04:00:00;"Couvert";0;7,49;2017-01-30;"lundi";30;"01";4;"00:00"
"702";2017-01-30 05:00:00;"Couvert";0,0203;7,59;2017-01-30;"lundi";30;"01";5;"00:00"
"703";2017-01-30 06:00:00;"Couvert";0;7,74;2017-01-30;"lundi";30;"01";6;"00:00"
"704";2017-01-30 07:00:00;"Couvert";0;7,74;2017-01-30;"lundi";30;"01";7;"00:00"
"705";2017-01-30 08:00:00;"Couvert";0,0838;7,74;2017-01-30;"lundi";30;"01";8;"00:00"
"706";2017-01-30 09:00:00;"Couvert";0,0635;7,95;2017-01-30;"lundi";30;"01";9;"00:00"
"707";2017-01-30 10:00:00;"Couvert";0;8,14;2017-01-30;"lundi";30;"01";10;"00:00"
"708";2017-01-30 11:00:00;"Couvert";0,1168;8,68;2017-01-30;"lundi";30;"01";11;"00:00"
"709";2017-01-30 12:00:00;"Couvert";0;9,44;2017-01-30;"lundi";30;"01";12;"00:00"
"710";2017-01-30 13:00:00;"Couvert";0;10,11;2017-01-30;"lundi";30;"01";13;"00:00"
"711";2017-01-30 14:00:00;"Couvert";0;10,43;2017-01-30;"lundi";30;"01";14;"00:00"
"712";2017-01-30 15:00:00;"Couvert";0;10,73;2017-01-30;"lundi";30;"01";15;"00:00"
"713";2017-01-30 16:00:00;"Couvert";0;10,85;2017-01-30;"lundi";30;"01";16;"00:00"
"714";2017-01-30 17:00:00;"Couvert";0;10,71;2017-01-30;"lundi";30;"01";17;"00:00"
"715";2017-01-30 18:00:00;"Couvert";0,0381;10,51;2017-01-30;"lundi";30;"01";18;"00:00"
"716";2017-01-30 19:00:00;"Couvert";0;10,27;2017-01-30;"lundi";30;"01";19;"00:00"
"717";2017-01-30 20:00:00;"Pluie Faible";0,2921;10,22;2017-01-30;"lundi";30;"01";20;"00:00"
"718";2017-01-30 21:00:00;"Bruine";0,1499;9,96;2017-01-30;"lundi";30;"01";21;"00:00"
"719";2017-01-30 22:00:00;"Nuageux";0;9,78;2017-01-30;"lundi";30;"01";22;"00:00"
"720";2017-01-30 23:00:00;"Nuageux";0,033;9,78;2017-01-30;"lundi";30;"01";23;"00:00"
"721";2017-01-31 00:00:00;"Nuageux";0,0457;9,93;2017-01-31;"mardi";31;"01";0;"00:00"
"722";2017-01-31 01:00:00;"Couvert";0;10;2017-01-31;"mardi";31;"01";1;"00:00"
"723";2017-01-31 02:00:00;"Bruine";0,1524;9,97;2017-01-31;"mardi";31;"01";2;"00:00"
"724";2017-01-31 03:00:00;"Brumeux";0,1219;9,94;2017-01-31;"mardi";31;"01";3;"00:00"
"725";2017-01-31 04:00:00;"Couvert";0;9,93;2017-01-31;"mardi";31;"01";4;"00:00"
"726";2017-01-31 05:00:00;"Bruine";0,221;9,86;2017-01-31;"mardi";31;"01";5;"00:00"
"727";2017-01-31 06:00:00;"Pluie Faible";0,2642;9,79;2017-01-31;"mardi";31;"01";6;"00:00"
"728";2017-01-31 07:00:00;"Brumeux";0;9,66;2017-01-31;"mardi";31;"01";7;"00:00"
"729";2017-01-31 08:00:00;"Pluie Faible";0,2565;9,59;2017-01-31;"mardi";31;"01";8;"00:00"
"730";2017-01-31 09:00:00;"Couvert";0,0203;9,57;2017-01-31;"mardi";31;"01";9;"00:00"
"731";2017-01-31 10:00:00;"Couvert";0;9,74;2017-01-31;"mardi";31;"01";10;"00:00"
"732";2017-01-31 11:00:00;"Couvert";0,1067;10,42;2017-01-31;"mardi";31;"01";11;"00:00"
"733";2017-01-31 12:00:00;"Couvert";0;10,94;2017-01-31;"mardi";31;"01";12;"00:00"
"734";2017-01-31 13:00:00;"Couvert";0;11,24;2017-01-31;"mardi";31;"01";13;"00:00"
"735";2017-01-31 14:00:00;"Couvert";0;11,67;2017-01-31;"mardi";31;"01";14;"00:00"
"736";2017-01-31 15:00:00;"Couvert";0;12,09;2017-01-31;"mardi";31;"01";15;"00:00"
"737";2017-01-31 16:00:00;"Couvert";0;12,23;2017-01-31;"mardi";31;"01";16;"00:00"
"738";2017-01-31 17:00:00;"Couvert";0;11,93;2017-01-31;"mardi";31;"01";17;"00:00"
"739";2017-01-31 18:00:00;"Couvert";0;11,54;2017-01-31;"mardi";31;"01";18;"00:00"
"740";2017-01-31 19:00:00;"Couvert";0;11,14;2017-01-31;"mardi";31;"01";19;"00:00"
"741";2017-01-31 20:00:00;"Nuageux";0;11,11;2017-01-31;"mardi";31;"01";20;"00:00"
"742";2017-01-31 21:00:00;"Nuageux";0;10,84;2017-01-31;"mardi";31;"01";21;"00:00"
"743";2017-01-31 22:00:00;"Nuageux";0;10,68;2017-01-31;"mardi";31;"01";22;"00:00"
"744";2017-01-31 23:00:00;"Couvert";0;10,53;2017-01-31;"mardi";31;"01";23;"00:00"
